from,to
ENTS,LOWL
ENTS,IM-0003
ENTS,RU-2824
ENTS,PT-0076
ENTS,NO-0008
ENTS,IE-0054
ENTS,UHAW
ENTS,LHZA
ENTS,LSGE
ENTS,ENHD
ENTS,HU-0046
ENTS,EYPN
ENTS,LOGW
ENTS,NO-0096
ENTS,EERE
ENTS,NO-0092
ENTS,EYTL
ENTS,LSMD
ENTS,LHOY
ENTS,LOWG
ENTS,LOAV
LSZD,LPBJ
LSZD,LOWS
LSZD,LT-0014
LSZD,HU-0046
LSZD,LSGG
LSZD,ES-0097
LSZD,ES-0149
LSZD,EGNS
LSZD,EEJI
LSZD,PT-0067
LSZD,UHWT
LSZD,RU-0367
LSZD,EGJJ
LSZD,EE-4931
LSZD,EEVI
LSZD,EE-0008
LSZD,ES-0251
LSZD,LSGE
LSZD,LT-0025
LSZD,IE-0011
LSZD,PT-0070
LSZD,LXGB
PT-0076,NO-0103
PT-0076,LSZG
PT-0076,IE-0070
PT-0076,LEAL
PT-0076,PT-0139
PT-0076,PT-0032
PT-0076,LOLK
PT-0076,ES-0097
PT-0076,EERU
PT-0076,ENTS
PT-0076,LELH
PT-0076,RU-0456
PT-0076,ES-0014
PT-0076,LSPO
PT-0076,LSZC
PT-0076,X-VIE
PT-0076,ES-0051
PT-0076,EEKI
PT-0076,LT-0025
PT-0076,LSZT
PT-0076,LSGE
PT-0076,EIDL
PT-0076,EE-0004
PT-0076,IM-0004
PT-0076,ES-0084
PT-0076,IE-0030
PT-0076,LECT
PT-0076,EGJJ
LOAN,LSTA
LOAN,LT-9517
LOAN,ES-0045
LOAN,HU-0043
LOAN,LSZC
LOAN,LT-0014
LOAN,IE-0004
LOAN,LT-0026
LOAN,ES-0099
LOAN,IE-0070
LOAN,LOWZ
LOAN,LHSY
LOAN,NO-0096
LOAN,LSZO
LSZC,EE-0006
LSZC,LHGM
LSZC,LT-0014
LSZC,EYSB
LSZC,LHZA
LSZC,HU-0031
LSZC,EIBR
LSZC,LOAN
LSZC,EE-0008
LSZC,LSPF
LSZC,ES-0084
LSZC,PT-0112
LSZC,LOLU
LSZC,EERE
LSZC,PT-0076
LSZC,EE-0009
LSZC,AD-0002
LSZC,EE-0003
LSZC,LHMC
LSZC,LT-0025
LSZC,UGMS
LSZC,PT-0137
LSZC,LPHR
LSZH,LPHR
LSZH,ENEV
LSZH,EIBR
LSZH,LT-0018
LSZH,IM-0002
LSZH,LSMD
LSZH,PT-0111
LSZH,IE-0015
LSZH,LSGS
LSZH,IE-0011
LSZH,LOWG
LSZH,RU-0381
LSZH,ENFG
LSZH,LSZP
LSZH,ENHV
LSZH,RU-0728
LSZH,PT-0112
LSZH,AT-0024
LSZH,IE-0018
LSZH,EELU
LSZH,ES-0099
LSZH,LXGB
LSZH,EEVI
LSZH,EGJJ
LSZH,RU-0501
LSZH,HU-0043
LSZH,LT-0009
LSZH,EYTL
LSZG,PT-0076
LSZG,ES-0084
LSZG,LSMD
LSZG,LEMP
LSZG,LOWL
LSZG,IM-0006
LSZG,UNAA
LSZG,EYKR
LSZG,NO-0017
LSZG,LHSN
LSZG,RU-0183
LSZG,IE-0015
LSZG,LT-0014
LSZG,EELU
LSZG,LSGE
DE-0354,HU-0047
DE-0354,PT-0112
DE-0354,PT-0067
DE-0354,NO-0061
DE-0354,LSZN
DE-0354,EE-0010
DE-0354,PT-0113
DE-0354,PT-0111
DE-0354,ES-0294
DE-0354,LHHO
DE-0354,AT-0024
DE-0354,LHVE
DE-0354,IM-0002
DE-0354,LSZO
DE-0354,EIDL
DE-0354,LT-0031
DE-0354,ENTC
DE-0354,LHKH
DE-0354,LT-0014
DE-0354,RU-4244
DE-0354,ENBM
DE-0354,LOKW
DE-0354,EYKL
DE-0354,X-VIE
DE-0354,EYSB
LSZN,IE-0054
LSZN,LESB
LSZN,LHHO
LSZN,ES-0251
LSZN,DE-0354
LSZN,ES-0014
LSZN,EIME
LSZN,EYPI
LSZN,LOWL
LSZN,PT-0095
LSZN,PT-0116
LSZN,PT-0137
LSZN,LT-9517
LSZN,PT-0111
LSZN,NO-0084
LSZN,EE-7685
LSZN,UHAW
LSZN,EYMO
LSZN,EERE
LSZN,EE-0009
LSZN,LOGW
LSZN,IE-0065
LSZN,LOKW
PT-0070,HU-0046
PT-0070,EE-0008
PT-0070,LSME
PT-0070,RU-0183
PT-0070,NO-0096
PT-0070,RU-2824
PT-0070,IE-0015
PT-0070,LHDV
PT-0070,NO-0092
PT-0070,IM-0004
PT-0070,LT-9517
PT-0070,LT-0002
PT-0070,NO-0084
PT-0070,HU-0043
PT-0070,EIWT
PT-0070,LSZT
PT-0070,ES-0051
PT-0070,LT-0014
PT-0070,LT-0015
PT-0070,HU-0023
PT-0070,EE-4931
PT-0070,EIBB
PT-0070,LSGG
PT-0070,LSZD
LOAV,PT-0067
LOAV,IE-0053
LOAV,EETA
LOAV,EE-0008
LOAV,ENFG
LOAV,HU-0015
LOAV,LOKW
LOAV,EYKR
LOAV,LOWG
LOAV,ES-0097
LOAV,NO-0001
LOAV,RU-0381
LOAV,LOWZ
LOAV,IM-0004
LOAV,LOWW
LOAV,NO-0046
LOAV,AD-0002
LOAV,ENTS
RU-0381,ES-0097
RU-0381,EYPN
RU-0381,RU-0728
RU-0381,EIDL
RU-0381,EE-0004
RU-0381,EYKL
RU-0381,LSPM
RU-0381,EERE
RU-0381,EE-0006
RU-0381,RU-0242
RU-0381,ES-0051
RU-0381,LEAL
RU-0381,EETA
RU-0381,PT-0112
RU-0381,EEKI
RU-0381,LSZH
RU-0381,LOAV
RU-0381,PT-0067
RU-0381,IE-0029
RU-0381,RU-2824
RU-0381,LT-9517
RU-0381,ENEV
RU-0381,LHKH
LSZP,LOWI
LSZP,LHSY
LSZP,EYKL
LSZP,LT-0018
LSZP,ES-0269
LSZP,EIIH
LSZP,RU-4244
LSZP,IE-0054
LSZP,LSZH
LSZP,LHHO
LSZP,ENEV
LSZP,EGNS
LSZP,LOWW
LSZP,IE-0030
LSZO,NO-0042
LSZO,IE-0018
LSZO,ENSA
LSZO,EEVI
LSZO,LELH
LSZO,LHDV
LSZO,LHVE
LSZO,LSPO
LSZO,EE-7685
LSZO,EIME
LSZO,ENTC
LSZO,ENHV
LSZO,IE-0054
LSZO,EERE
LSZO,X-VIE
LSZO,UGMS
LSZO,DE-0354
LSZO,LSTA
LSZO,UHWT
LSZO,EE-4931
LSZO,LOWS
LSZO,LHOY
LSZO,LOAN
LSZO,EIWT
EEAA,EERE
EEAA,LT-0002
EEAA,LOLU
EEAA,LT-0031
EEAA,LELH
EEAA,RU-0728
EEAA,EIBB
EEAA,LHKH
EEAA,ENTC
EEAA,LOWZ
EEAA,IM-0001
EEAA,LESB
EEAA,ES-0251
EEAA,RU-0475
EEAA,UNAA
EEAA,ES-0129
EEAA,ULMA
EEAA,NO-0092
EEAA,NO-0073
EIIH,ENHD
EIIH,LSTA
EIIH,HU-0028
EIIH,EERE
EIIH,EE-0004
EIIH,UHQO
EIIH,ES-0251
EIIH,PT-0111
EIIH,LPSC
EIIH,LSZP
EIIH,EICD
EIIH,LSZY
EIIH,LHSY
EIIH,RU-0475
EIIH,EE-0006
EIIH,EEHA
EIIH,LT-0026
EIIH,ES-0014
EIIH,LSGG
LSXV,EEKI
LSXV,LT-0031
LSXV,IE-0015
LSXV,EEHA
LSXV,LHZA
LSXV,ENEV
LSXV,EGNS
LSXV,ES-0129
LSXV,AD-0002
LSXV,LOWG
LSXV,HU-0028
LSXV,IE-0065
LSXV,LOIA
LSXV,LSTA
LSXV,EICD
LSXV,EE-7685
LSXV,LECT
LSXV,UGMS
LSXV,HU-0044
LSXV,PT-0095
LSXV,NO-0046
LSXV,EEVI
NO-0073,LOWS
NO-0073,EEVI
NO-0073,IE-0030
NO-0073,EE-0008
NO-0073,IE-0011
NO-0073,RU-0320
NO-0073,EE-0006
NO-0073,HU-0046
NO-0073,LOLU
NO-0073,EEJI
NO-0073,IE-0065
NO-0073,ENTC
NO-0073,LE83
NO-0073,EE-0009
NO-0073,LHBA
NO-0073,NO-0046
NO-0073,EYVP
NO-0073,HU-0023
NO-0073,PT-0113
NO-0073,LOIA
NO-0073,RU-0501
NO-0073,LOIJ
NO-0073,LHZA
NO-0073,LHVE
NO-0073,EEAA
EE-4931,ES-0184
EE-4931,PT-0032
EE-4931,IE-0070
EE-4931,RU-0183
EE-4931,ES-0045
EE-4931,IE-0054
EE-4931,EE-0010
EE-4931,EETA
EE-4931,ULMA
EE-4931,LHSY
EE-4931,IM-0001
EE-4931,AT-0024
EE-4931,EERI
EE-4931,RU-2824
EE-4931,HU-0047
EE-4931,LOWL
EE-4931,LSZO
EE-4931,LPPS
EE-4931,PT-0070
EE-4931,LSZD
EE-4931,LOWG
EE-4931,LT-0002
LPBJ,IM-0003
LPBJ,LSZD
LPBJ,LOWL
LPBJ,LHMC
LPBJ,EYPI
LPBJ,NO-0001
LPBJ,LSGE
LPBJ,RU-0728
LPBJ,ES-0251
LPBJ,HU-0023
LPBJ,EYMO
LPBJ,AD-0002
LPBJ,PT-0113
LPBJ,ES-0045
LPBJ,IE-0029
LPBJ,EERE
LPBJ,PT-0032
EERE,LEMP
EERE,EEAA
EERE,NO-0017
EERE,ES-0097
EERE,RU-0381
EERE,EIIH
EERE,LOGP
EERE,LOWL
EERE,LT-0031
EERE,LERS
EERE,LSZO
EERE,HU-0047
EERE,LSZC
EERE,LT-0026
EERE,LSZN
EERE,IE-0053
EERE,IE-0011
EERE,ENTS
EERE,LPBJ
LHSN,HU-0005
LHSN,PT-0111
LHSN,IE-0029
LHSN,PT-0130
LHSN,IM-0004
LHSN,EERI
LHSN,ES-0149
LHSN,EEKI
LHSN,HU-0043
LHSN,NO-0017
LHSN,IE-0068
LHSN,LSZG
LHSN,NO-0046
LHSN,RU-0367
LHSN,LXGB
LHSN,IE-0004
LHSN,LSZT
LHSN,PT-0137
EERI,EE-0009
EERI,LHVE
EERI,LT-0002
EERI,LT-0015
EERI,LE83
EERI,LOWZ
EERI,ENTC
EERI,LHMC
EERI,NO-0017
EERI,LHSN
EERI,LHBA
EERI,EE-0010
EERI,EERU
EERI,RU-0320
EERI,EE-4931
EERI,HU-0015
EERI,RU-0501
EERI,ENHD
EERI,RU-0183
EERI,LOLK
EERI,IE-0053
LPSC,LOKM
LPSC,ULMA
LPSC,LSZY
LPSC,LSPM
LPSC,ENSA
LPSC,ES-0251
LPSC,IE-0041
LPSC,EIIH
LPSC,LSME
LPSC,NO-0008
LPSC,EGJJ
LPSC,LERS
LPSC,LHKH
LPSC,LHMC
LPSC,ENKJ
LPSC,RU-0690
LPSC,RU-2824
LPSC,RU-0242
LPSC,NO-0046
ENTC,RU-0183
ENTC,LOWG
ENTC,X-VIE
ENTC,NO-0061
ENTC,IM-0001
ENTC,EERI
ENTC,PT-0100
ENTC,LHOY
ENTC,LSZO
ENTC,EEAA
ENTC,NO-0073
ENTC,LESB
ENTC,PT-0112
ENTC,EYPN
ENTC,NO-0092
ENTC,LOGP
ENTC,EYVP
ENTC,DE-0354
ENTC,LSPF
ENTC,NO-0103
ES-0084,LSZG
ES-0084,PT-0054
ES-0084,LSTA
ES-0084,LHHO
ES-0084,IE-0030
ES-0084,RU-0183
ES-0084,IM-0001
ES-0084,LHGM
ES-0084,LEMP
ES-0084,EE-7685
ES-0084,LSZC
ES-0084,LHZA
ES-0084,ES-0251
ES-0084,IM-0003
ES-0084,LHVE
ES-0084,ULMA
ES-0084,ES-0129
ES-0084,LE83
ES-0084,LSGG
ES-0084,NO-0046
ES-0084,EYKR
ES-0084,NO-0008
ES-0084,PT-0076
ES-0084,RU-0242
LEMP,IE-0053
LEMP,EERE
LEMP,PT-0137
LEMP,IM-0004
LEMP,HU-0031
LEMP,LSZG
LEMP,EE-0006
LEMP,LOKW
LEMP,EE-0008
LEMP,RU-0212
LEMP,NO-0061
LEMP,EEVU
LEMP,RU-0367
LEMP,ES-0084
LEMP,LSPF
LEMP,ENEV
LEMP,EGJJ
LEMP,LSZY
LEMP,LSTA
LEMP,EE-0004
LEMP,NO-0008
LEMP,LOWG
LEMP,EIBB
LEMP,PT-0032
LEMP,LHGM
LEMP,PT-0100
LEMP,AT-0024
LEMP,IM-0001
LHVE,EERI
LHVE,HU-0046
LHVE,ES-0129
LHVE,EYKR
LHVE,ENSA
LHVE,RU-0690
LHVE,LSZO
LHVE,PT-0113
LHVE,EICD
LHVE,HU-0023
LHVE,LOWW
LHVE,ES-0084
LHVE,HU-0047
LHVE,ES-0099
LHVE,DE-0354
LHVE,HU-0044
LHVE,EYMO
LHVE,UHAW
LHVE,RU-2824
LHVE,LOLW
LHVE,RU-0212
LHVE,NO-0073
LHVE,RU-0242
LT-0015,LSPK
LT-0015,ENBM
LT-0015,LHZA
LT-0015,EERI
LT-0015,IE-0054
LT-0015,LT-0031
LT-0015,LXGB
LT-0015,IE-0030
LT-0015,ENTS
LT-0015,PT-0100
LT-0015,EYSB
LT-0015,ES-0269
LT-0015,EYPN
LT-0015,RU-0367
LT-0015,PT-0137
LT-0015,LHMC
LT-0015,PT-0070
LT-0015,LELH
LT-0015,LHGM
LT-0015,UHWT
NO-0001,LEAL
NO-0001,LHBA
NO-0001,EELU
NO-0001,LOLU
NO-0001,LSMD
NO-0001,LT-0026
NO-0001,LT-9517
NO-0001,LHSY
NO-0001,LPBJ
NO-0001,UHWT
NO-0001,LHGM
NO-0001,NO-0103
NO-0001,PT-0113
NO-0001,EE-0009
NO-0001,HU-0028
NO-0001,LSPM
NO-0001,RU-0501
NO-0001,RU-0728
NO-0001,LOAV
NO-0001,EEHA
NO-0001,EYTL
NO-0001,EIBB
NO-0001,LOLK
NO-0001,LHOY
NO-0001,EE-0006
NO-0001,LT-0018
LT-0014,PT-0054
LT-0014,X-VIE
LT-0014,LSZC
LT-0014,LSZD
LT-0014,PT-0111
LT-0014,ES-0161
LT-0014,LOAN
LT-0014,EYKL
LT-0014,LHSY
LT-0014,UNAA
LT-0014,LOWL
LT-0014,EIDL
LT-0014,PT-0136
LT-0014,NO-0092
LT-0014,UGMS
LT-0014,ES-0129
LT-0014,LECT
LT-0014,PT-0070
LT-0014,LSZG
LT-0014,IE-0015
LT-0014,UHPU
LT-0014,LT-9517
LT-0014,NO-0084
LT-0014,DE-0354
LT-0014,NO-0017
ENFG,EYMO
ENFG,UGMS
ENFG,LOAV
ENFG,LSME
ENFG,LOWW
ENFG,LSPO
ENFG,LSZH
ENFG,NO-0084
ENFG,LESB
ENFG,NO-0008
ENFG,LSPK
ENFG,IE-0053
ENFG,EEVU
ENFG,EYPI
ENFG,LHHO
ENFG,HU-0031
ENFG,EELU
LT-0019,LOGW
LT-0019,LSPM
LT-0019,IM-0003
LT-0019,ENKJ
LT-0019,UNAA
LT-0019,IE-0068
LT-0019,RU-2824
LT-0019,EEJI
LT-0019,LOWS
LT-0019,LSGS
LT-0019,PT-0100
LT-0018,LPPS
LT-0018,EIBR
LT-0018,LELH
LT-0018,IE-0015
LT-0018,IE-0068
LT-0018,LSZP
LT-0018,LSZH
LT-0018,NO-0084
LT-0018,EYKR
LT-0018,ES-0184
LT-0018,LOIA
LT-0018,LSPO
LT-0018,LT-9517
LT-0018,LOWI
LT-0018,UHAW
LT-0018,NO-0103
LT-0018,RU-0475
LT-0018,EGJJ
LT-0018,LSGE
LT-0018,RU-0367
LT-0018,IM-0002
LT-0018,LSPM
LT-0018,RU-0242
LT-0018,NO-0001
RU-2824,EYKL
RU-2824,LSPF
RU-2824,LOWS
RU-2824,PT-0070
RU-2824,RU-0076
RU-2824,EEEI
RU-2824,NO-0008
RU-2824,LOKM
RU-2824,NO-0096
RU-2824,RU-0320
RU-2824,ENTS
RU-2824,IE-0030
RU-2824,EETA
RU-2824,EE-4931
RU-2824,EEJI
RU-2824,IE-0029
RU-2824,LT-0019
RU-2824,RU-0381
RU-2824,LERS
RU-2824,LHVE
RU-2824,LPSC
NO-0008,ENKJ
NO-0008,LSMD
NO-0008,LELH
NO-0008,LHMC
NO-0008,RU-2824
NO-0008,EYVP
NO-0008,EERU
NO-0008,LSGE
NO-0008,IE-0053
NO-0008,LPSC
NO-0008,ENTS
NO-0008,IE-0011
NO-0008,ENFG
NO-0008,LEMP
NO-0008,UHWT
NO-0008,ES-0097
NO-0008,LOKM
NO-0008,ES-0084
NO-0008,RU-0076
NO-0008,ES-0269
NO-0008,LHDV
PT-0054,ES-0084
PT-0054,LT-0014
PT-0054,EYPN
PT-0054,EGJJ
PT-0054,LHHO
PT-0054,LOGP
PT-0054,EYSB
PT-0054,ENHD
PT-0054,RU-0183
PT-0054,IE-0029
PT-0054,LOWG
PT-0054,EERU
PT-0054,RU-0690
PT-0054,IE-0068
PT-0054,LESB
PT-0054,IE-0011
PT-0054,PT-0017
PT-0054,EEVU
PT-0054,IE-0054
EIME,ES-0045
EIME,PT-0095
EIME,LSZN
EIME,LSZO
EIME,LT-0026
EIME,LEAL
EIME,RU-0320
EIME,IE-0018
EIME,ENHD
EIME,EYPN
EIME,HU-0023
EIME,EE-0008
HU-0044,EE-0004
HU-0044,PT-0139
HU-0044,LXGB
HU-0044,AD-0002
HU-0044,EE-0008
HU-0044,RU-0367
HU-0044,ES-0149
HU-0044,EELU
HU-0044,LOIA
HU-0044,EE-0010
HU-0044,IM-0002
HU-0044,NO-0084
HU-0044,LHKH
HU-0044,LHVE
HU-0044,RU-0501
HU-0044,HU-0028
HU-0044,RU-0076
HU-0044,ES-0045
HU-0044,LSXV
HU-0044,IE-0029
HU-0044,LSZY
HU-0044,LHOY
HU-0044,HU-0047
HU-0047,ES-0161
HU-0047,DE-0354
HU-0047,ES-0014
HU-0047,LHDV
HU-0047,EIDL
HU-0047,LOWI
HU-0047,HU-0015
HU-0047,IE-0030
HU-0047,LSZY
HU-0047,ES-0045
HU-0047,EERE
HU-0047,LHVE
HU-0047,HU-0023
HU-0047,EE-4931
HU-0047,HU-0031
HU-0047,NO-0042
HU-0047,ES-0184
HU-0047,PT-0113
HU-0047,UHPU
HU-0047,HU-0044
HU-0046,LHVE
HU-0046,PT-0070
HU-0046,LSZD
HU-0046,RU-0076
HU-0046,NO-0073
HU-0046,LOKM
HU-0046,ES-0269
HU-0046,EE-0003
HU-0046,LT-0031
HU-0046,ENTS
HU-0046,EEVU
HU-0046,ES-0251
HU-0046,LHGM
HU-0046,LHDV
HU-0046,EGNS
HU-0046,LSGE
IE-0070,ES-0099
IE-0070,EEHA
IE-0070,EE-4931
IE-0070,LESB
IE-0070,UNAA
IE-0070,PT-0076
IE-0070,LELH
IE-0070,LOLU
IE-0070,LOAN
IE-0070,LOWZ
IE-0070,EE-0008
IE-0070,AT-0024
IE-0070,EETA
IE-0070,RU-0475
IE-0070,LSZT
IE-0070,LOKM
IE-0070,IM-0001
IE-0070,LSPM
IE-0070,UHWT
LSZT,HU-0031
LSZT,LSPO
LSZT,PT-0067
LSZT,EYVP
LSZT,LT-9517
LSZT,NO-0103
LSZT,IM-0002
LSZT,HU-0028
LSZT,EEJI
LSZT,LHSY
LSZT,LSGE
LSZT,LERS
LSZT,EIBB
LSZT,PT-0070
LSZT,ES-0014
LSZT,LOWI
LSZT,EEHA
LSZT,IE-0030
LSZT,EGJJ
LSZT,PT-0076
LSZT,IE-0070
LSZT,LOLU
LSZT,LOWS
LSZT,HU-0005
LSZT,RU-0320
LSZT,EEVI
LSZT,EIBR
LSZT,PT-0116
LSZT,LHSN
LSZT,LT-0027
LT-9517,LOAN
LT-9517,AD-0002
LT-9517,PT-0067
LT-9517,LSZT
LT-9517,PT-0032
LT-9517,NO-0001
LT-9517,EYPI
LT-9517,PT-0070
LT-9517,IE-0015
LT-9517,ENHD
LT-9517,HU-0031
LT-9517,PT-0136
LT-9517,LT-0018
LT-9517,LSZN
LT-9517,LHKH
LT-9517,PT-0130
LT-9517,ES-0045
LT-9517,EE-0004
LT-9517,RU-0320
LT-9517,RU-0381
LT-9517,LT-0014
LT-9517,EYVP
LSZY,RU-0212
LSZY,EE-0006
LSZY,PT-0139
LSZY,LT-0009
LSZY,LOKM
LSZY,LPSC
LSZY,EYPI
LSZY,LT-0027
LSZY,LESB
LSZY,EIDL
LSZY,PT-0116
LSZY,EYPN
LSZY,HU-0047
LSZY,UHAW
LSZY,NO-0017
LSZY,ES-0051
LSZY,EEJI
LSZY,LEMP
LSZY,EIIH
LSZY,HU-0043
LSZY,EE-7685
LSZY,HU-0044
LSZY,LHMC
IE-0065,HU-0043
IE-0065,PT-0100
IE-0065,UHQO
IE-0065,EERU
IE-0065,IE-0053
IE-0065,EICD
IE-0065,LOIJ
IE-0065,EYMO
IE-0065,NO-0073
IE-0065,LSXV
IE-0065,LOGW
IE-0065,IE-0056
IE-0065,LHKH
IE-0065,PT-0112
IE-0065,PT-0095
IE-0065,LHOY
IE-0065,LSZN
IE-0065,LOKW
IE-0068,IE-0004
IE-0068,RU-0320
IE-0068,LOWZ
IE-0068,EIBR
IE-0068,NO-0096
IE-0068,LT-0018
IE-0068,LHDV
IE-0068,LXGB
IE-0068,EERU
IE-0068,LOWI
IE-0068,LHSN
IE-0068,PT-0095
IE-0068,IE-0029
IE-0068,LT-0019
IE-0068,EELU
IE-0068,PT-0054
IE-0068,X-VIE
IE-0068,LOGW
IE-0068,LOLW
IE-0068,EE-0004
LT-0026,HU-0028
LT-0026,ENTS
LT-0026,LOIJ
LT-0026,NO-0001
LT-0026,LOAN
LT-0026,EERU
LT-0026,HU-0043
LT-0026,EIME
LT-0026,LSPO
LT-0026,LHZA
LT-0026,ENHV
LT-0026,EGNS
LT-0026,EERE
LT-0026,NO-0061
LT-0026,RU-0183
LT-0026,ULMA
LT-0026,LOWW
LT-0026,EEVU
LT-0026,EIIH
LT-0026,ENKJ
LT-0026,ES-0099
LT-0025,IM-0006
LT-0025,NO-0042
LT-0025,EYTL
LT-0025,PT-0136
LT-0025,LSGG
LT-0025,ES-0051
LT-0025,ES-0149
LT-0025,EETA
LT-0025,RU-0367
LT-0025,RU-0475
LT-0025,LSZC
LT-0025,PT-0076
LT-0025,EIWT
LT-0025,LOIJ
LT-0025,LSZD
LT-0025,PT-0111
LT-0027,LOGP
LT-0027,PT-0130
LT-0027,RU-0320
LT-0027,EYPN
LT-0027,LSZY
LT-0027,LHMC
LT-0027,EIWT
LT-0027,EYKR
LT-0027,ES-0269
LT-0027,HU-0015
LT-0027,NO-0046
LT-0027,EELU
LT-0027,ENSA
LT-0027,RU-0076
LT-0027,EE-0010
LT-0027,EEJI
LT-0027,LSZT
EETA,UHAW
EETA,NO-0092
EETA,LSPO
EETA,LOAV
EETA,LOKM
EETA,PT-0032
EETA,LERS
EETA,ES-0051
EETA,EE-4931
EETA,PT-0067
EETA,RU-0381
EETA,LT-0025
EETA,LEAL
EETA,EYTL
EETA,LSGE
EETA,EEEI
EETA,RU-2824
EETA,LHKH
EETA,IE-0070
EETA,LSTA
EETA,EE-7685
EETA,IE-0004
EETA,EYVI
EETA,RU-0728
EETA,ES-0269
LHDV,ES-0149
LHDV,ES-0184
LHDV,ES-0251
LHDV,HU-0047
LHDV,LSZO
LHDV,EEHA
LHDV,LSTA
LHDV,PT-0070
LHDV,EIWT
LHDV,IE-0068
LHDV,LOWZ
LHDV,PT-0032
LHDV,LOWW
LHDV,IM-0001
LHDV,EEVU
LHDV,NO-0092
LHDV,LOWG
LHDV,EIDL
LHDV,ES-0014
LHDV,EEKI
LHDV,NO-0017
LHDV,LEAL
LHDV,LOGW
LHDV,HU-0023
LHDV,HU-0046
LHDV,NO-0008
PT-0067,EICD
PT-0067,LOAV
PT-0067,LT-0031
PT-0067,DE-0354
PT-0067,LSZT
PT-0067,LT-9517
PT-0067,LOWS
PT-0067,AD-0002
PT-0067,UHPU
PT-0067,EETA
PT-0067,LHGM
PT-0067,EYVI
PT-0067,RU-0456
PT-0067,LSZD
PT-0067,EYKL
PT-0067,RU-0690
PT-0067,RU-0381
PT-0067,LSMD
PT-0067,UGMS
PT-0067,PT-0112
PT-0067,NO-0096
EYKL,ENEV
EYKL,RU-2824
EYKL,LSPM
EYKL,LOWL
EYKL,RU-0381
EYKL,LSZP
EYKL,LOWW
EYKL,LT-0014
EYKL,NO-0017
EYKL,LSGE
EYKL,EIBR
EYKL,PT-0112
EYKL,PT-0067
EYKL,AD-0002
EYKL,ENSA
EYKL,ES-0294
EYKL,EE-0008
EYKL,RU-0501
EYKL,DE-0354
NO-0017,EE-0010
NO-0017,IE-0004
NO-0017,EERE
NO-0017,PT-0111
NO-0017,LE83
NO-0017,LSPK
NO-0017,LHKH
NO-0017,EYKL
NO-0017,EERI
NO-0017,LSGE
NO-0017,LSZY
NO-0017,X-VIE
NO-0017,LSZG
NO-0017,LOLK
NO-0017,LEAL
NO-0017,LHSN
NO-0017,IE-0056
NO-0017,LSPM
NO-0017,ES-0149
NO-0017,LHDV
NO-0017,PT-0139
NO-0017,EE-0009
NO-0017,LOWS
NO-0017,NO-0092
NO-0017,LT-0014
ENEV,LSZH
ENEV,EYKL
ENEV,UHPU
ENEV,LESB
ENEV,LSXV
ENEV,NO-0092
ENEV,LOIJ
ENEV,LEMP
ENEV,LERS
ENEV,LE83
ENEV,IM-0003
ENEV,LHZA
ENEV,LSZP
ENEV,EEHA
ENEV,ULMA
ENEV,HU-0023
ENEV,LOIA
ENEV,RU-0381
ENEV,EYMO
ENEV,EE-0003
ENEV,LOWL
ENEV,EIBB
EYKR,RU-0076
EYKR,RU-0183
EYKR,ES-0149
EYKR,LHVE
EYKR,X-VIE
EYKR,LSPK
EYKR,UGMS
EYKR,LT-0027
EYKR,UNAA
EYKR,NO-0084
EYKR,HU-0015
EYKR,LT-0018
EYKR,LSZG
EYKR,LOAV
EYKR,LOWI
EYKR,LHOY
EYKR,EYMO
EYKR,LT-0002
EYKR,LOWS
EYKR,PT-0137
EYKR,ES-0084
EYKR,EE-0008
LHGM,LSZC
LHGM,LXGB
LHGM,EGNS
LHGM,EE-0004
LHGM,ES-0051
LHGM,ES-0084
LHGM,NO-0001
LHGM,EEHA
LHGM,EE-0006
LHGM,PT-0067
LHGM,EE-0009
LHGM,LEMP
LHGM,LT-0015
LHGM,LHHO
LHGM,HU-0046
LHGM,LSGE
LHGM,PT-0136
LHGM,RU-0728
LHGM,ES-0161
LHGM,EEVI
EGJJ,LHHO
EGJJ,HU-0043
EGJJ,ES-0099
EGJJ,PT-0054
EGJJ,NO-0103
EGJJ,IE-0015
EGJJ,LEMP
EGJJ,LSPF
EGJJ,EEVI
EGJJ,LPSC
EGJJ,LSZT
EGJJ,LT-0018
EGJJ,LT-0031
EGJJ,LSZD
EGJJ,PT-0139
EGJJ,LSZH
EGJJ,EEHA
EGJJ,LPPS
EGJJ,ES-0129
EGJJ,EIWT
EGJJ,PT-0076
HU-0031,IM-0002
HU-0031,LSZT
HU-0031,LEMP
HU-0031,LSZC
HU-0031,LELH
HU-0031,EE-7685
HU-0031,PT-0017
HU-0031,LT-9517
HU-0031,EYSB
HU-0031,LEAL
HU-0031,RU-0690
HU-0031,HU-0047
HU-0031,EEVU
HU-0031,NO-0061
HU-0031,PT-0130
HU-0031,IE-0054
HU-0031,ES-0184
HU-0031,ENFG
HU-0031,LESB
LXGB,LHGM
LXGB,LERS
LXGB,ES-0161
LXGB,HU-0044
LXGB,LSPF
LXGB,PT-0130
LXGB,LT-0015
LXGB,NO-0046
LXGB,LSGG
LXGB,LHOY
LXGB,IE-0068
LXGB,EE-0006
LXGB,EERU
LXGB,LHSY
LXGB,IE-0011
LXGB,NO-0061
LXGB,UHQO
LXGB,LOLU
LXGB,LOGW
LXGB,LSZH
LXGB,LHSN
LXGB,EELU
LXGB,IM-0003
LXGB,IE-0053
LXGB,LSZD
LXGB,EE-7685
IE-0054,IE-0041
